id_user;hits;rate;age;gender;region;province;years_study;status;guess;start_date;end_date
1060;48;80;48;male;madrid;madrid;19;8;80;13/07/2020 15:29;13/07/2020 15:36
1061;39;65;52;male;asturias;asturias;15;6;50;13/07/2020 15:29;13/07/2020 15:36
1062;32;53.33333333;34;female;andalucia;cadiz;19;7;60;13/07/2020 15:27;13/07/2020 15:36
1063;28;46.66666667;43;female;catalunya;tarragona;19;7;50;13/07/2020 15:28;13/07/2020 15:36
1064;20;33.33333333;36;female;catalunya;tarragona;13;5;30;13/07/2020 15:28;13/07/2020 15:36
1065;33;55;39;female;andalucia;malaga;19;7;80;13/07/2020 15:28;13/07/2020 15:37
1066;43;71.66666667;55;female;andalucia;malaga;19;7;70;13/07/2020 15:28;13/07/2020 15:37
1067;39;65;51;female;catalunya;tarragona;19;6;60;13/07/2020 15:29;13/07/2020 15:38
1069;26;43.33333333;51;female;andalucia;malaga;21;7;70;13/07/2020 15:28;13/07/2020 15:39
1070;32;53.33333333;44;female;catalunya;tarragona;19;7;60;13/07/2020 15:29;13/07/2020 15:40
1071;24;40;41;female;catalunya;tarragona;19;7;50;13/07/2020 15:34;13/07/2020 15:41
1072;28;46.66666667;43;female;catalunya;tarragona;19;5;50;13/07/2020 15:31;13/07/2020 15:42
1073;54;90;47;male;madrid;madrid;21;8;90;13/07/2020 15:35;13/07/2020 15:43
1075;36;60;41;female;andalucia;malaga;19;7;80;13/07/2020 15:35;13/07/2020 15:44
1076;30;50;40;female;catalunya;tarragona;11;3;40;13/07/2020 15:34;13/07/2020 15:45
1079;34;56.66666667;55;female;madrid;madrid;18;8;70;13/07/2020 15:36;13/07/2020 15:46
1080;44;73.33333333;33;male;madrid;madrid;15;7;70;13/07/2020 15:39;13/07/2020 15:46
1081;24;40;33;female;galicia;pontevedra;17;5;30;13/07/2020 15:33;13/07/2020 15:47
1082;26;43.33333333;45;male;baleares;baleares;19;7;70;13/07/2020 15:39;13/07/2020 15:47
1083;33;55;25;male;catalunya;tarragona;19;6;70;13/07/2020 15:41;13/07/2020 15:49
1084;26;43.33333333;26;female;catalunya;tarragona;18;4;40;13/07/2020 15:42;13/07/2020 15:50
1085;39;65;26;male;catalunya;tarragona;19;5;40;13/07/2020 15:42;13/07/2020 15:50
1086;31;51.66666667;48;male;andalucia;granada;19;6;60;13/07/2020 15:40;13/07/2020 15:50
1088;30;50;73;female;andalucia;granada;10;8;50;13/07/2020 15:45;13/07/2020 15:52
1089;31;51.66666667;50;male;pais_vasco;guipuzcoa;6;8;50;13/07/2020 15:44;13/07/2020 15:53
1090;32;53.33333333;19;female;catalunya;tarragona;16;5;60;13/07/2020 15:46;13/07/2020 15:54
1091;34;56.66666667;27;female;catalunya;tarragona;19;5;80;13/07/2020 15:45;13/07/2020 15:54
1094;32;53.33333333;32;female;catalunya;tarragona;23;6;60;13/07/2020 15:47;13/07/2020 15:54
1097;38;63.33333333;25;male;madrid;madrid;22;5;70;13/07/2020 15:47;13/07/2020 15:55
1099;38;63.33333333;22;female;catalunya;tarragona;19;6;50;13/07/2020 15:48;13/07/2020 15:55
1101;27;45;23;female;catalunya;barcelona;19;4;60;13/07/2020 15:47;13/07/2020 15:56
1102;26;43.33333333;20;female;catalunya;tarragona;17;6;70;13/07/2020 15:48;13/07/2020 15:56
1103;26;43.33333333;19;female;catalunya;lerida;19;5;50;13/07/2020 15:46;13/07/2020 15:56
1104;30;50;31;female;catalunya;tarragona;19;7;40;13/07/2020 15:48;13/07/2020 15:56
1105;45;75;39;male;pais_vasco;vizcaya;19;7;50;13/07/2020 15:47;13/07/2020 15:56
1106;25;41.66666667;24;female;catalunya;tarragona;19;7;50;13/07/2020 15:47;13/07/2020 15:57
1107;35;58.33333333;23;male;galicia;lugo;19;7;80;13/07/2020 15:49;13/07/2020 15:57
1108;33;55;31;female;catalunya;tarragona;21;6;80;13/07/2020 15:49;13/07/2020 15:57
1110;36;60;23;female;galicia;pontevedra;21;4;50;13/07/2020 15:50;13/07/2020 15:57
1112;30;50;25;female;catalunya;tarragona;15;5;30;13/07/2020 15:48;13/07/2020 15:58
1113;32;53.33333333;19;male;catalunya;tarragona;17;5;70;13/07/2020 15:52;13/07/2020 15:58
1114;38;63.33333333;60;male;canarias;las_palmas;19;8;80;13/07/2020 15:50;13/07/2020 15:59
1116;36;60;38;other;madrid;madrid;13;4;70;13/07/2020 15:52;13/07/2020 15:59
1117;32;53.33333333;47;female;catalunya;tarragona;19;7;80;13/07/2020 15:50;13/07/2020 16:00
1118;33;55;26;female;catalunya;tarragona;19;6;70;13/07/2020 15:51;13/07/2020 16:01
1120;24;40;19;female;catalunya;tarragona;19;4;40;13/07/2020 15:51;13/07/2020 16:01
1122;31;51.66666667;23;female;catalunya;tarragona;19;7;70;13/07/2020 15:54;13/07/2020 16:01
1124;35;58.33333333;41;female;catalunya;barcelona;19;4;90;13/07/2020 15:54;13/07/2020 16:03
1125;30;50;57;female;galicia;corunya;19;6;50;13/07/2020 15:51;13/07/2020 16:03
1126;19;31.66666667;24;female;catalunya;barcelona;19;7;70;13/07/2020 15:51;13/07/2020 16:03
1127;25;41.66666667;27;female;catalunya;tarragona;8;7;30;13/07/2020 15:55;13/07/2020 16:03
1128;34;56.66666667;52;male;catalunya;tarragona;19;6;80;13/07/2020 15:52;13/07/2020 16:03
1129;41;68.33333333;45;female;pais_vasco;alava;19;5;50;13/07/2020 15:54;13/07/2020 16:04
1130;14;23.33333333;35;female;pais_vasco;vizcaya;20;7;70;13/07/2020 15:59;13/07/2020 16:04
1131;51;85;60;male;navarra;navarra;19;8;70;13/07/2020 15:56;13/07/2020 16:04
1134;25;41.66666667;26;female;catalunya;tarragona;19;7;40;13/07/2020 15:55;13/07/2020 16:05
1135;30;50;21;female;catalunya;tarragona;18;6;50;13/07/2020 15:57;13/07/2020 16:06
1136;30;50;29;female;asturias;asturias;19;4;60;13/07/2020 15:58;13/07/2020 16:07
1138;20;33.33333333;22;female;catalunya;tarragona;19;6;60;13/07/2020 15:58;13/07/2020 16:07
1139;32;53.33333333;43;female;asturias;asturias;19;5;40;13/07/2020 16:00;13/07/2020 16:07
1140;27;45;20;female;andalucia;huelva;13;4;40;13/07/2020 15:59;13/07/2020 16:08
1141;31;51.66666667;23;female;catalunya;tarragona;19;6;60;13/07/2020 15:59;13/07/2020 16:08
1142;22;36.66666667;22;female;catalunya;tarragona;20;10;50;13/07/2020 16:01;13/07/2020 16:08
1144;30;50;21;male;galicia;pontevedra;15;4;70;13/07/2020 16:02;13/07/2020 16:10
1145;30;50;37;male;pais_vasco;vizcaya;19;6;60;13/07/2020 16:01;13/07/2020 16:10
1146;35;58.33333333;20;female;catalunya;tarragona;17;6;60;13/07/2020 16:01;13/07/2020 16:11
1147;36;60;68;male;catalunya;tarragona;18;7;60;13/07/2020 16:03;13/07/2020 16:11
1148;36;60;41;female;catalunya;tarragona;19;6;50;13/07/2020 16:02;13/07/2020 16:11
1149;37;61.66666667;25;female;galicia;corunya;13;7;60;13/07/2020 16:05;13/07/2020 16:12
1153;29;48.33333333;24;female;castilla_mancha;ciudadreal;19;5;50;13/07/2020 16:05;13/07/2020 16:14
1154;30;50;59;female;asturias;asturias;19;8;50;13/07/2020 16:05;13/07/2020 16:14
1155;35;58.33333333;25;female;castilla_mancha;toledo;19;6;40;13/07/2020 16:08;13/07/2020 16:15
1157;27;45;52;female;asturias;asturias;20;9;60;13/07/2020 16:08;13/07/2020 16:15
1158;35;58.33333333;41;female;catalunya;tarragona;14;5;60;13/07/2020 16:06;13/07/2020 16:15
1160;38;63.33333333;28;female;catalunya;tarragona;24;7;60;13/07/2020 16:09;13/07/2020 16:16
1161;39;65;26;female;catalunya;barcelona;19;7;60;13/07/2020 16:09;13/07/2020 16:17
1162;29;48.33333333;26;male;catalunya;tarragona;19;4;60;13/07/2020 16:06;13/07/2020 16:17
1164;44;73.33333333;34;male;canarias;las_palmas;23;6;60;13/07/2020 16:11;13/07/2020 16:18
1165;40;66.66666667;46;male;catalunya;barcelona;19;7;70;13/07/2020 16:09;13/07/2020 16:18
1166;50;83.33333333;33;male;madrid;madrid;15;7;70;13/07/2020 16:12;13/07/2020 16:18
1167;29;48.33333333;26;male;catalunya;tarragona;15;3;30;13/07/2020 16:09;13/07/2020 16:18
1168;33;55;33;female;catalunya;tarragona;21;7;50;13/07/2020 16:10;13/07/2020 16:19
1169;32;53.33333333;48;female;asturias;asturias;19;7;70;13/07/2020 16:10;13/07/2020 16:19
1170;39;65;33;female;catalunya;barcelona;25;6;70;13/07/2020 16:14;13/07/2020 16:20
1172;45;75;53;male;pais_vasco;vizcaya;17;6;60;13/07/2020 16:12;13/07/2020 16:20
1174;31;51.66666667;23;female;madrid;madrid;19;8;40;13/07/2020 16:12;13/07/2020 16:21
1175;20;33.33333333;22;female;catalunya;gerona;20;6;50;13/07/2020 16:13;13/07/2020 16:21
1176;41;68.33333333;51;female;catalunya;tarragona;20;5;70;13/07/2020 16:13;13/07/2020 16:21
1177;25;41.66666667;22;female;madrid;madrid;19;5;30;13/07/2020 16:13;13/07/2020 16:22
1179;26;43.33333333;27;female;andalucia;malaga;19;5;50;13/07/2020 16:10;13/07/2020 16:22
1180;41;68.33333333;43;male;valencia;alicante;18;6;70;13/07/2020 16:12;13/07/2020 16:22
1181;39;65;24;male;galicia;pontevedra;17;2;70;13/07/2020 16:15;13/07/2020 16:23
1182;22;36.66666667;34;female;andalucia;malaga;19;4;40;13/07/2020 16:14;13/07/2020 16:23
1183;35;58.33333333;24;male;catalunya;tarragona;19;5;50;13/07/2020 16:13;13/07/2020 16:24
1184;29;48.33333333;33;female;asturias;asturias;19;6;80;13/07/2020 16:17;13/07/2020 16:24
1185;37;61.66666667;46;female;madrid;madrid;19;4;50;13/07/2020 16:17;13/07/2020 16:24
1186;32;53.33333333;25;female;castilla_leon;burgos;19;4;60;13/07/2020 16:15;13/07/2020 16:25
1187;25;41.66666667;47;female;asturias;asturias;19;5;30;13/07/2020 16:17;13/07/2020 16:25
1190;39;65;59;female;canarias;las_palmas;19;7;50;13/07/2020 16:18;13/07/2020 16:26
1191;35;58.33333333;48;male;catalunya;tarragona;19;6;90;13/07/2020 16:18;13/07/2020 16:26
1192;35;58.33333333;42;female;madrid;madrid;19;7;50;13/07/2020 16:19;13/07/2020 16:26
1193;40;66.66666667;38;female;madrid;madrid;19;7;60;13/07/2020 16:19;13/07/2020 16:26
1194;44;73.33333333;56;male;madrid;madrid;15;5;80;13/07/2020 16:18;13/07/2020 16:27
1195;37;61.66666667;42;male;baleares;baleares;13;6;80;13/07/2020 16:20;13/07/2020 16:27
1197;29;48.33333333;25;male;catalunya;tarragona;21;5;60;13/07/2020 16:19;13/07/2020 16:27
1200;40;66.66666667;44;female;aragon;zaragoza;19;6;60;13/07/2020 16:18;13/07/2020 16:28
1201;24;40;21;female;catalunya;tarragona;18;7;40;13/07/2020 16:18;13/07/2020 16:29
1203;42;70;20;female;galicia;pontevedra;19;6;70;13/07/2020 16:18;13/07/2020 16:29
1204;25;41.66666667;26;female;catalunya;tarragona;21;5;30;13/07/2020 16:20;13/07/2020 16:29
1206;15;25;48;female;castilla_mancha;ciudadreal;19;6;50;13/07/2020 16:19;13/07/2020 16:30
1207;27;45;25;male;catalunya;tarragona;15;2;80;13/07/2020 16:20;13/07/2020 16:30
1208;41;68.33333333;56;male;galicia;pontevedra;19;6;30;13/07/2020 16:18;13/07/2020 16:30
1209;28;46.66666667;29;male;catalunya;tarragona;21;6;50;13/07/2020 16:20;13/07/2020 16:31
1210;19;31.66666667;20;female;catalunya;tarragona;15;7;30;13/07/2020 16:21;13/07/2020 16:31
1212;31;51.66666667;22;female;catalunya;tarragona;18;7;50;13/07/2020 16:21;13/07/2020 16:32
1213;33;55;38;female;andalucia;malaga;22;5;60;13/07/2020 16:23;13/07/2020 16:32
1214;42;70;54;female;catalunya;tarragona;19;5;80;13/07/2020 16:23;13/07/2020 16:32
1215;29;48.33333333;49;female;catalunya;tarragona;17;7;50;13/07/2020 16:23;13/07/2020 16:33
1216;48;80;40;female;valencia;alicante;24;6;50;13/07/2020 16:25;13/07/2020 16:33
1217;28;46.66666667;19;male;canarias;las_palmas;15;7;60;13/07/2020 16:26;13/07/2020 16:33
1218;34;56.66666667;36;female;madrid;madrid;21;8;70;13/07/2020 16:26;13/07/2020 16:33
1220;33;55;35;female;asturias;asturias;18;5;70;13/07/2020 16:27;13/07/2020 16:34
1222;33;55;60;female;andalucia;malaga;12;8;90;13/07/2020 16:24;13/07/2020 16:34
1224;41;68.33333333;35;male;baleares;baleares;19;7;80;13/07/2020 16:27;13/07/2020 16:34
1225;24;40;22;female;castilla_mancha;ciudadreal;19;4;60;13/07/2020 16:26;13/07/2020 16:35
1227;49;81.66666667;54;female;madrid;madrid;8;8;90;13/07/2020 16:27;13/07/2020 16:35
1228;32;53.33333333;45;female;madrid;madrid;19;8;70;13/07/2020 16:27;13/07/2020 16:36
1229;35;58.33333333;42;female;catalunya;tarragona;19;7;70;13/07/2020 16:26;13/07/2020 16:36
1231;27;45;38;female;madrid;madrid;19;7;60;13/07/2020 16:28;13/07/2020 16:36
1233;19;31.66666667;26;female;catalunya;tarragona;19;8;50;13/07/2020 16:27;13/07/2020 16:38
1234;33;55;53;female;catalunya;barcelona;19;8;70;13/07/2020 16:27;13/07/2020 16:38
1235;34;56.66666667;37;female;cantabria;cantabria;20;7;50;13/07/2020 16:31;13/07/2020 16:38
1236;42;70;49;male;asturias;asturias;15;6;70;13/07/2020 16:31;13/07/2020 16:38
1238;27;45;26;female;catalunya;tarragona;19;6;40;13/07/2020 16:29;13/07/2020 16:39
1240;33;55;53;male;madrid;madrid;14;8;80;13/07/2020 16:28;13/07/2020 16:39
1241;33;55;42;female;catalunya;tarragona;19;6;70;13/07/2020 16:32;13/07/2020 16:39
1242;37;61.66666667;46;female;asturias;asturias;19;7;70;13/07/2020 16:32;13/07/2020 16:39
1244;29;48.33333333;32;female;catalunya;tarragona;15;3;40;13/07/2020 16:31;13/07/2020 16:40
1247;40;66.66666667;19;male;madrid;madrid;16;6;60;13/07/2020 16:32;13/07/2020 16:41
1248;38;63.33333333;36;male;catalunya;tarragona;19;6;60;13/07/2020 16:33;13/07/2020 16:41
1249;26;43.33333333;40;female;cantabria;cantabria;19;6;50;13/07/2020 16:34;13/07/2020 16:42
1250;22;36.66666667;26;female;catalunya;tarragona;13;6;50;13/07/2020 16:34;13/07/2020 16:42
1251;43;71.66666667;39;male;andalucia;sevilla;19;4;50;13/07/2020 16:38;13/07/2020 16:43
1252;39;65;29;female;catalunya;tarragona;20;6;70;13/07/2020 16:35;13/07/2020 16:44
1255;41;68.33333333;42;male;asturias;asturias;19;4;70;13/07/2020 16:39;13/07/2020 16:44
1257;35;58.33333333;50;female;pais_vasco;guipuzcoa;19;6;30;13/07/2020 16:37;13/07/2020 16:45
1258;38;63.33333333;46;female;madrid;madrid;19;6;60;13/07/2020 16:36;13/07/2020 16:46
1260;28;46.66666667;33;male;asturias;asturias;2;5;40;13/07/2020 16:36;13/07/2020 16:46
1261;33;55;20;female;catalunya;tarragona;17;6;60;13/07/2020 16:38;13/07/2020 16:46
1263;46;76.66666667;38;male;extremadura;badajoz;19;9;50;13/07/2020 16:37;13/07/2020 16:46
1266;40;66.66666667;51;female;pais_vasco;alava;19;7;60;13/07/2020 16:38;13/07/2020 16:47
1270;30;50;37;female;catalunya;barcelona;11;6;30;13/07/2020 16:41;13/07/2020 16:49
1271;39;65;55;female;galicia;corunya;16;6;60;13/07/2020 16:40;13/07/2020 16:50
1272;18;30;39;female;andalucia;granada;19;7;40;13/07/2020 16:43;13/07/2020 16:50
1273;36;60;49;male;madrid;madrid;18;10;70;13/07/2020 16:41;13/07/2020 16:50
1274;31;51.66666667;49;male;catalunya;tarragona;16;7;60;13/07/2020 16:40;13/07/2020 16:51
1275;34;56.66666667;40;female;madrid;madrid;25;6;50;13/07/2020 16:41;13/07/2020 16:51
1276;22;36.66666667;23;female;catalunya;tarragona;21;6;50;13/07/2020 16:45;13/07/2020 16:51
1277;38;63.33333333;44;male;andalucia;malaga;19;5;70;13/07/2020 16:43;13/07/2020 16:51
1278;43;71.66666667;23;male;galicia;pontevedra;17;6;60;13/07/2020 16:45;13/07/2020 16:51
1279;36;60;30;female;pais_vasco;vizcaya;6;2;60;13/07/2020 16:42;13/07/2020 16:51
1281;34;56.66666667;45;female;aragon;zaragoza;19;5;50;13/07/2020 16:44;13/07/2020 16:51
1284;34;56.66666667;19;female;asturias;asturias;19;7;80;13/07/2020 16:44;13/07/2020 16:52
1285;24;40;52;female;andalucia;malaga;19;7;50;13/07/2020 16:43;13/07/2020 16:52
1286;27;45;45;female;catalunya;tarragona;13;5;60;13/07/2020 16:42;13/07/2020 16:52
1289;35;58.33333333;50;other;andalucia;granada;19;4;30;13/07/2020 16:44;13/07/2020 16:52
1292;29;48.33333333;22;female;galicia;pontevedra;17;7;60;13/07/2020 16:44;13/07/2020 16:53
1293;31;51.66666667;30;female;catalunya;tarragona;19;6;70;13/07/2020 16:45;13/07/2020 16:53
1294;33;55;34;male;catalunya;tarragona;21;6;90;13/07/2020 16:45;13/07/2020 16:53
1295;17;28.33333333;45;female;madrid;madrid;15;8;60;13/07/2020 16:44;13/07/2020 16:54
1296;36;60;26;female;catalunya;tarragona;19;6;70;13/07/2020 16:45;13/07/2020 16:54
1297;27;45;42;female;aragon;zaragoza;19;7;60;13/07/2020 16:45;13/07/2020 16:54
1298;38;63.33333333;50;male;asturias;asturias;13;4;50;13/07/2020 16:46;13/07/2020 16:54
1299;29;48.33333333;26;female;catalunya;lerida;19;5;40;13/07/2020 16:45;13/07/2020 16:54
1301;31;51.66666667;35;female;catalunya;tarragona;13;3;30;13/07/2020 16:47;13/07/2020 16:54
1302;36;60;30;female;catalunya;tarragona;19;7;70;13/07/2020 16:46;13/07/2020 16:55
1305;33;55;44;male;pais_vasco;vizcaya;11;6;60;13/07/2020 16:48;13/07/2020 16:55
1308;29;48.33333333;31;male;catalunya;tarragona;19;3;50;13/07/2020 16:48;13/07/2020 16:57
1309;28;46.66666667;42;female;madrid;madrid;19;6;70;13/07/2020 16:48;13/07/2020 16:57
1310;39;65;39;male;catalunya;tarragona;17;4;60;13/07/2020 16:49;13/07/2020 16:58
1312;24;40;50;female;andalucia;cordoba;20;9;60;13/07/2020 16:48;13/07/2020 16:58
1314;40;66.66666667;57;male;canarias;tenerife;5;9;60;13/07/2020 16:49;13/07/2020 16:59
1315;32;53.33333333;34;male;catalunya;tarragona;16;7;60;13/07/2020 16:50;13/07/2020 16:59
1316;35;58.33333333;43;female;madrid;madrid;18;3;60;13/07/2020 16:51;13/07/2020 16:59
1319;26;43.33333333;47;female;andalucia;granada;19;6;40;13/07/2020 16:49;13/07/2020 17:00
1323;38;63.33333333;53;male;catalunya;tarragona;25;8;50;13/07/2020 16:50;13/07/2020 17:00
1324;33;55;38;female;madrid;madrid;19;6;50;13/07/2020 16:51;13/07/2020 17:01
1325;34;56.66666667;35;male;catalunya;tarragona;23;7;50;13/07/2020 16:50;13/07/2020 17:01
1327;43;71.66666667;24;male;castilla_mancha;ciudadreal;21;6;80;13/07/2020 16:52;13/07/2020 17:01
1328;31;51.66666667;44;male;catalunya;tarragona;19;6;80;13/07/2020 16:54;13/07/2020 17:01
1330;33;55;50;female;madrid;madrid;23;7;70;13/07/2020 16:50;13/07/2020 17:02
1331;25;41.66666667;51;female;asturias;asturias;19;5;40;13/07/2020 16:53;13/07/2020 17:02
1332;34;56.66666667;29;female;madrid;madrid;19;6;40;13/07/2020 16:53;13/07/2020 17:02
1333;35;58.33333333;52;female;catalunya;tarragona;19;5;40;13/07/2020 16:53;13/07/2020 17:02
1334;34;56.66666667;48;female;valencia;valencia;20;7;70;13/07/2020 16:52;13/07/2020 17:02
1335;31;51.66666667;52;female;catalunya;tarragona;11;4;50;13/07/2020 16:52;13/07/2020 17:02
1337;39;65;51;female;galicia;pontevedra;21;7;80;13/07/2020 16:52;13/07/2020 17:03
1338;23;38.33333333;57;female;galicia;corunya;19;8;80;13/07/2020 16:54;13/07/2020 17:03
1339;35;58.33333333;45;female;catalunya;tarragona;19;5;30;13/07/2020 16:56;13/07/2020 17:03
1340;37;61.66666667;47;male;catalunya;tarragona;19;7;80;13/07/2020 16:56;13/07/2020 17:04
1341;21;35;23;female;catalunya;tarragona;19;7;70;13/07/2020 16:56;13/07/2020 17:04
1342;32;53.33333333;68;female;catalunya;tarragona;14;5;80;13/07/2020 16:51;13/07/2020 17:04
1344;35;58.33333333;33;male;madrid;madrid;16;7;70;13/07/2020 16:55;13/07/2020 17:04
1347;36;60;46;female;catalunya;tarragona;22;5;60;13/07/2020 16:57;13/07/2020 17:05
1350;30;50;64;female;andalucia;malaga;19;5;70;13/07/2020 16:55;13/07/2020 17:06
1351;33;55;37;male;catalunya;tarragona;13;5;50;13/07/2020 16:56;13/07/2020 17:06
1352;44;73.33333333;47;female;catalunya;barcelona;19;7;80;13/07/2020 16:59;13/07/2020 17:06
1354;36;60;47;female;pais_vasco;alava;19;8;50;13/07/2020 16:57;13/07/2020 17:07
1355;26;43.33333333;63;female;catalunya;barcelona;19;7;50;13/07/2020 16:57;13/07/2020 17:07
1356;31;51.66666667;43;male;catalunya;barcelona;19;5;10;13/07/2020 16:54;13/07/2020 17:08
1357;45;75;47;male;catalunya;barcelona;19;7;60;13/07/2020 16:59;13/07/2020 17:08
1358;34;56.66666667;37;male;valencia;alicante;19;6;60;13/07/2020 17:00;13/07/2020 17:08
1359;36;60;43;male;catalunya;tarragona;19;7;80;13/07/2020 17:00;13/07/2020 17:08
1360;29;48.33333333;71;female;catalunya;tarragona;19;7;60;13/07/2020 16:59;13/07/2020 17:08
1361;25;41.66666667;62;female;catalunya;tarragona;19;7;50;13/07/2020 16:58;13/07/2020 17:09
1363;30;50;36;male;catalunya;tarragona;13;6;60;13/07/2020 17:02;13/07/2020 17:10
1364;28;46.66666667;49;female;andalucia;granada;23;8;70;13/07/2020 17:01;13/07/2020 17:10
1365;35;58.33333333;31;female;valencia;alicante;19;5;20;13/07/2020 17:02;13/07/2020 17:10
1367;32;53.33333333;19;female;catalunya;tarragona;16;5;40;13/07/2020 17:04;13/07/2020 17:11
1368;37;61.66666667;38;male;catalunya;tarragona;13;3;60;13/07/2020 17:03;13/07/2020 17:11
1369;39;65;69;female;asturias;asturias;13;4;70;13/07/2020 17:02;13/07/2020 17:12
1370;34;56.66666667;49;female;asturias;asturias;10;5;40;13/07/2020 16:59;13/07/2020 17:12
1372;34;56.66666667;31;female;catalunya;tarragona;21;7;70;13/07/2020 17:05;13/07/2020 17:12
1373;28;46.66666667;33;male;catalunya;barcelona;19;6;60;13/07/2020 17:04;13/07/2020 17:13
1374;39;65;39;female;andalucia;huelva;19;3;40;13/07/2020 17:02;13/07/2020 17:13
1376;30;50;31;male;galicia;corunya;23;7;70;13/07/2020 17:05;13/07/2020 17:13
1377;31;51.66666667;50;female;madrid;madrid;21;5;50;13/07/2020 17:03;13/07/2020 17:13
1380;33;55;63;female;catalunya;barcelona;19;6;30;13/07/2020 17:02;13/07/2020 17:13
1382;28;46.66666667;32;female;catalunya;tarragona;19;5;60;13/07/2020 17:04;13/07/2020 17:14
1383;33;55;55;female;valencia;alicante;19;6;60;13/07/2020 17:04;13/07/2020 17:14
1385;26;43.33333333;31;female;catalunya;barcelona;19;6;10;13/07/2020 17:06;13/07/2020 17:14
1386;30;50;74;female;pais_vasco;alava;19;7;60;13/07/2020 17:06;13/07/2020 17:15
1388;40;66.66666667;49;male;andalucia;malaga;5;8;70;13/07/2020 17:08;13/07/2020 17:15
1389;34;56.66666667;52;female;catalunya;tarragona;25;7;70;13/07/2020 17:06;13/07/2020 17:16
1390;27;45;35;male;catalunya;tarragona;13;6;70;13/07/2020 17:04;13/07/2020 17:16
1391;32;53.33333333;19;male;valencia;castellon;16;6;40;13/07/2020 17:07;13/07/2020 17:16
1392;36;60;48;female;asturias;asturias;19;7;60;13/07/2020 17:08;13/07/2020 17:16
1395;33;55;43;female;asturias;asturias;13;4;40;13/07/2020 17:06;13/07/2020 17:16
1396;38;63.33333333;62;female;catalunya;tarragona;19;5;50;13/07/2020 17:08;13/07/2020 17:16
1397;44;73.33333333;45;male;catalunya;barcelona;21;6;70;13/07/2020 17:10;13/07/2020 17:17
1398;39;65;43;female;madrid;madrid;17;6;70;13/07/2020 17:08;13/07/2020 17:17
1401;27;45;49;female;madrid;madrid;15;7;50;13/07/2020 17:06;13/07/2020 17:17
1403;41;68.33333333;38;male;andalucia;granada;19;7;50;13/07/2020 17:09;13/07/2020 17:18
1406;43;71.66666667;25;male;baleares;baleares;17;5;60;13/07/2020 17:11;13/07/2020 17:19
1407;40;66.66666667;49;male;asturias;asturias;19;6;50;13/07/2020 17:09;13/07/2020 17:19
1408;46;76.66666667;40;male;asturias;asturias;19;7;70;13/07/2020 17:11;13/07/2020 17:19
1409;26;43.33333333;37;female;catalunya;tarragona;19;7;70;13/07/2020 17:12;13/07/2020 17:19
1410;24;40;37;female;pais_vasco;vizcaya;19;5;50;13/07/2020 17:08;13/07/2020 17:19
